,Data,PREC,RAD,TMAX,TMIN,URMED,U
0,2008-01-01,0.0,16605.025,28.304166666666664,26.962499999999995,60.958333333333336,1.125
1,2008-01-02,0.0,15745.099129999999,27.72083333333333,26.241666666666664,70.625,1.5208333333333333
2,2008-01-03,0.0,23501.947,27.275000000000002,25.895833333333332,66.41666666666667,1.695833333333333
3,2008-01-04,0.0,21598.14355,28.3125,26.25,52.041666666666664,1.8083333333333336
4,2008-01-05,0.0,19545.27371,28.587500000000002,26.733333333333334,59.458333333333336,1.7125000000000001
5,2008-01-06,0.0,22089.73945,29.412500000000005,27.841666666666665,59.895833333333336,1.0958333333333334
6,2008-01-07,0.0,5220.5545,25.3875,24.208333333333332,77.47916666666667,1.7041666666666668
7,2008-01-08,0.0,16932.47145,25.900000000000002,24.587500000000002,75.77083333333333,1.7958333333333334
8,2008-01-09,15.600000000000001,16180.58079,25.90416666666667,24.40833333333333,80.91666666666667,1.5416666666666667
9,2008-01-10,0.6000000000000001,13417.71193,26.258333333333336,25.183333333333334,79.20833333333333,1.7166666666666668
10,2008-01-11,0.0,25595.90222,26.520833333333332,25.150000000000002,70.75,1.4333333333333333
11,2008-01-12,0.0,23322.322539999997,28.6875,26.933333333333337,59.729166666666664,1.5083333333333335
12,2008-01-13,0.0,19960.72847,29.558333333333334,27.833333333333332,54.791666666666664,1.3958333333333333
13,2008-01-14,0.0,25668.821949999998,28.8125,26.754166666666663,53.0,1.2958333333333334
14,2008-01-15,4.6,18472.968189999996,28.787500000000005,26.52916666666667,57.145833333333336,1.8666666666666665
15,2008-01-16,0.4,8012.88071,26.0,25.116666666666664,79.25,1.275
16,2008-01-17,14.600000000000001,13239.77,25.058333333333334,23.858333333333334,84.75,2.158333333333333
17,2008-01-18,9.0,6381.11923,23.5625,22.691666666666666,91.27083333333333,1.2916666666666667
18,2008-01-19,0.2,15089.49856,25.537499999999998,24.683333333333334,83.27083333333333,0.9958333333333332
19,2008-01-20,0.0,15426.814,25.28333333333333,23.9375,84.39583333333333,0.8958333333333334
20,2008-01-21,0.0,16323.251629999999,26.6375,25.429166666666664,77.41666666666667,0.8291666666666666
