,Data,PREC,RAD,TMAX,TMIN,URMAX,URMIN,U
99,2008-04-09,2.2,1490.0970525,26.75833333333333,25.59166666666667,87.41666666666667,80.75,1.1500000000000001
100,2008-04-10,0.4,1241.9365058333333,26.54583333333333,25.454166666666662,86.75,80.04166666666667,0.8958333333333334
101,2008-04-11,0.0,1944.8079166666666,28.079166666666666,26.995833333333334,79.625,72.91666666666667,1.3541666666666667
102,2008-04-12,0.0,1659.53475,27.304166666666664,26.375,79.45833333333333,72.875,1.2916666666666667
103,2008-04-13,6.4,1541.1826491666666,26.837499999999995,25.483333333333334,84.41666666666667,76.5,1.675
104,2008-04-14,0.6,1088.8137158333334,25.966666666666665,24.900000000000006,88.79166666666667,82.5,0.8291666666666666
105,2008-04-15,0.6000000000000001,1226.4700575,26.691666666666663,25.674999999999997,86.0,80.04166666666667,1.1041666666666667
106,2008-04-16,2.2,761.5197374999999,26.087499999999995,25.104166666666668,87.625,82.29166666666667,1.0583333333333333
107,2008-04-17,18.4,1568.0529166666668,26.208333333333332,24.850000000000005,89.58333333333333,83.45833333333333,0.9083333333333333
108,2008-04-18,1.0,1633.6062816666665,27.354166666666668,26.291666666666668,82.70833333333333,76.16666666666667,1.1208333333333333
109,2008-04-19,0.4,1621.8851716666668,27.308333333333334,26.162500000000005,81.875,76.08333333333333,0.8083333333333335
110,2008-04-20,2.4,1492.1089349999997,27.545833333333338,26.254166666666663,83.625,76.66666666666667,0.8916666666666667
111,2008-04-21,0.0,1590.4948891666668,28.212499999999995,27.024999999999995,78.5,71.95833333333333,1.2208333333333334
112,2008-04-22,0.2,1338.9762341666667,28.0625,26.887500000000003,81.16666666666667,74.75,1.1125
113,2008-04-23,24.6,1382.054036666667,27.75,26.7375,82.33333333333333,76.33333333333333,1.4583333333333333
114,2008-04-24,3.8000000000000003,1499.9872675000001,27.450000000000003,26.258333333333336,82.83333333333333,75.79166666666667,0.9291666666666666
115,2008-04-25,33.6,1327.7155384615385,26.7375,25.59583333333333,87.58333333333333,81.58333333333333,1.3333333333333333
116,2008-04-26,0.0,1274.0679366666668,27.675,26.76666666666667,82.5,77.45833333333333,1.125
117,2008-04-27,4.6,1174.999865,27.933333333333334,26.549999999999997,84.08333333333333,76.33333333333333,0.9166666666666666
118,2008-04-28,0.0,1374.8990758333334,28.020833333333332,26.829166666666666,82.875,76.29166666666667,0.8083333333333332
119,2008-04-29,0.0,1282.2317008333334,27.925,26.78333333333333,82.54166666666667,76.875,1.0458333333333334
120,2008-04-30,7.199999999999999,989.29325,26.012500000000003,24.941666666666666,87.95833333333333,81.95833333333333,1.0291666666666666
121,2008-05-01,3.2,1195.1781841666668,26.073913043478264,24.839130434782607,90.26086956521739,84.04347826086956,0.9173913043478261
122,2008-05-02,25.6,1044.773395,26.05,24.98333333333333,90.58333333333333,84.95833333333333,0.8791666666666668
123,2008-05-03,15.799999999999999,787.5274166666667,25.579166666666666,24.7375,93.04166666666667,88.75,0.625
124,2008-05-04,10.4,867.0959166666667,25.683333333333334,24.766666666666666,91.5,86.70833333333333,1.0375
125,2008-05-05,0.6,925.2395833333334,25.84583333333333,25.270833333333332,87.75,83.29166666666667,0.7458333333333332
126,2008-05-06,0.0,1662.9556666666667,27.24166666666667,26.208333333333332,84.75,78.91666666666667,0.7041666666666666
127,2008-05-07,1.2,1504.1963549999998,27.27916666666667,26.104166666666668,83.75,78.0,0.8208333333333334
128,2008-05-08,0.0,1147.55275,26.633333333333336,25.65833333333333,87.125,81.625,0.6708333333333334
129,2008-05-09,76.6,831.6894166666666,25.212499999999995,24.450000000000003,91.58333333333333,88.08333333333333,1.325
130,2008-05-10,20.599999999999998,953.9905316666666,24.65833333333333,23.849999999999998,90.70833333333333,86.20833333333333,0.7916666666666666
131,2008-05-11,3.4000000000000004,983.2573358333334,26.0625,25.091666666666665,88.95833333333333,83.625,1.125
132,2008-05-12,0.2,983.6085208333334,26.59166666666667,25.691666666666666,85.16666666666667,80.625,1.0041666666666667
133,2008-05-13,0.0,1520.5825433333332,27.433333333333337,26.412500000000005,77.79166666666667,71.54166666666667,1.9291666666666665
134,2008-05-14,0.0,1729.7365758333335,27.34583333333333,26.20416666666667,76.625,70.625,1.575
135,2008-05-15,0.0,1469.081155,27.7,26.516666666666666,75.91666666666667,69.29166666666667,1.2708333333333333
136,2008-05-16,0.0,1665.8998075,28.2,26.80416666666667,77.58333333333333,70.20833333333333,1.2583333333333335
137,2008-05-17,0.0,1682.7148333333332,28.137500000000003,26.837500000000002,77.75,71.25,1.6458333333333333
138,2008-05-18,0.0,1475.8714475,28.270833333333332,27.120833333333337,76.08333333333333,70.125,1.9041666666666668
139,2008-05-19,0.0,1313.7358991666667,27.741666666666664,26.549999999999997,78.375,71.95833333333333,1.4333333333333333
140,2008-05-20,0.0,1632.444,27.604166666666668,26.25,80.20833333333333,73.75,1.3458333333333332
141,2008-05-21,0.0,1644.968,27.958333333333332,26.64166666666667,78.95833333333333,71.625,1.2708333333333333
142,2008-05-22,0.0,1664.7855,27.94583333333333,26.491666666666664,80.0,73.20833333333333,1.0541666666666667
143,2008-05-23,1.2,919.7381483333335,27.587499999999995,26.44583333333333,82.375,75.58333333333333,0.9874999999999999
144,2008-05-24,17.6,965.4491624999999,27.150000000000002,25.804166666666664,86.33333333333333,78.875,1.0958333333333332
145,2008-05-25,1.6,1221.5811008333333,26.6875,25.641666666666666,85.875,80.16666666666667,0.8916666666666667
146,2008-05-26,1.6,1323.2212108333335,26.85833333333333,25.829166666666666,83.83333333333333,76.83333333333333,0.8375
147,2008-05-27,0.0,1327.9028333333333,26.53333333333333,25.454166666666666,84.54166666666667,78.83333333333333,1.0416666666666667
148,2008-05-28,0.0,1373.7419866666667,26.7625,25.708333333333332,82.83333333333333,76.75,1.1791666666666667
149,2008-05-29,0.0,1676.2297675,27.383333333333336,26.129166666666666,77.08333333333333,70.79166666666667,1.3
150,2008-05-30,0.0,1693.6044024999999,26.95,25.5625,76.25,69.79166666666667,1.3666666666666665
151,2008-05-31,0.0,1248.8801191666666,28.208333333333332,26.84583333333333,76.54166666666667,69.125,1.2541666666666667
152,2008-06-01,0.0,1680.5736363636365,27.40869565217391,25.926086956521736,78.17391304347827,71.04347826086956,1.3521739130434782
153,2008-06-02,0.2,1354.0433158333333,27.541666666666668,26.162499999999998,76.54166666666667,69.0,1.0999999999999999
154,2008-06-03,0.0,1389.0069325,26.004166666666666,24.57916666666667,78.95833333333333,71.45833333333333,0.7875
155,2008-06-04,0.0,1203.9113008333334,26.291666666666668,25.070833333333336,75.375,69.29166666666667,1.0958333333333334
156,2008-06-05,0.0,1553.7506624999999,26.8,25.3875,76.0,69.45833333333333,1.4416666666666667
157,2008-06-06,0.0,1537.310831818182,26.69545454545454,25.35909090909091,76.81818181818181,70.68181818181819,1.4363636363636363
158,2008-06-07,0.0,1323.1274775,27.495833333333334,26.125,73.79166666666667,66.66666666666667,1.5249999999999997
159,2008-06-08,0.0,1761.731,26.850000000000005,25.26666666666667,72.58333333333333,65.0,1.7874999999999999
160,2008-06-09,0.0,1292.0947733333333,26.15416666666667,24.854166666666668,74.66666666666667,68.04166666666667,1.5958333333333332
161,2008-06-10,0.0,1031.5222708333333,27.3875,26.337500000000002,75.79166666666667,69.5,1.0666666666666667
162,2008-06-11,0.0,1526.7333375,28.004166666666666,26.71666666666667,73.16666666666667,67.04166666666667,1.3708333333333333
163,2008-06-12,0.0,1223.0607491666667,28.5125,26.89166666666667,73.625,65.91666666666667,0.9458333333333333
164,2008-06-13,0.0,1496.0754616666666,27.583333333333332,26.166666666666668,75.25,67.95833333333333,0.9875000000000002
165,2008-06-14,0.0,1227.3196641666666,27.629166666666663,26.304166666666664,75.41666666666667,69.125,1.0125
166,2008-06-15,0.0,1583.7819958333334,27.883333333333336,26.495833333333337,71.04166666666667,64.54166666666667,1.5166666666666668
167,2008-06-16,0.0,1455.8455383333333,28.083333333333332,26.641666666666666,71.125,63.666666666666664,1.0041666666666667
168,2008-06-17,0.0,1323.8555700000002,28.804166666666664,27.2375,75.54166666666667,66.70833333333333,0.7958333333333334
169,2008-06-18,0.0,1623.7578333333333,28.754166666666666,27.483333333333334,73.29166666666667,67.20833333333333,1.4916666666666665
170,2008-06-19,0.0,1483.3075616666667,26.933333333333337,25.5625,72.16666666666667,65.45833333333333,1.575
171,2008-06-20,0.0,1477.3743558333333,26.84583333333333,25.349999999999998,69.625,62.25,1.3
172,2008-06-21,0.0,1407.5292225,27.116666666666664,25.458333333333332,69.58333333333333,61.375,1.1624999999999999
173,2008-06-22,0.0,1519.0681341666666,26.370833333333334,24.620833333333337,70.45833333333333,62.875,1.2541666666666667
174,2008-06-23,0.0,1717.7389033333334,26.691666666666666,24.96666666666667,67.5,59.625,1.4291666666666665
175,2008-06-24,0.0,1549.0889525,26.7625,25.212500000000002,72.04166666666667,65.125,1.1166666666666667
176,2008-06-25,0.0,990.7256541666667,27.708333333333332,26.262500000000003,71.16666666666667,64.83333333333333,1.3875
177,2008-06-26,0.0,1605.0279308333334,27.1375,25.65416666666667,71.125,64.375,1.5041666666666664
178,2008-06-27,0.0,1343.4887458333333,26.791666666666668,25.183333333333337,70.33333333333333,62.833333333333336,1.5541666666666665
179,2008-06-28,0.0,1684.3308333333332,26.808333333333337,25.22083333333333,69.58333333333333,62.208333333333336,1.5374999999999999
180,2008-06-29,0.0,1653.3738333333333,26.71666666666667,25.125,69.75,62.416666666666664,1.3125
181,2008-06-30,0.0,1438.3443175000002,26.837500000000002,25.14166666666667,69.375,60.791666666666664,1.0916666666666668
182,2008-07-01,0.0,1665.35675,26.995833333333334,25.53333333333333,66.29166666666667,58.875,1.3999999999999997
183,2008-07-02,0.0,1207.0702166666665,27.2,25.629166666666663,71.25,64.83333333333333,1.7833333333333332
184,2008-07-03,0.0,1595.1945833333332,28.300000000000004,26.778260869565223,66.0,58.65217391304348,1.5782608695652176
185,2008-07-04,0.0,1403.6545608333333,26.862499999999997,25.15416666666667,68.25,60.583333333333336,1.2458333333333333
186,2008-07-05,0.0,1321.7651025,27.345833333333335,25.725000000000005,66.83333333333333,60.333333333333336,1.3791666666666664
187,2008-07-06,0.0,1396.5845241666666,26.641666666666666,25.104166666666668,69.125,62.958333333333336,1.9291666666666665
188,2008-07-07,0.0,1223.43057,27.475000000000005,25.925,69.20833333333333,63.041666666666664,1.8666666666666665
189,2008-07-08,0.0,1444.7734458333334,27.741666666666664,26.229166666666668,66.54166666666667,59.791666666666664,1.6125
190,2008-07-09,0.0,1507.2506450000003,27.825,26.34166666666667,64.25,56.958333333333336,1.6208333333333333
191,2008-07-10,0.0,1355.9981291666666,26.775000000000002,25.045833333333334,65.5,58.0,1.6500000000000001
192,2008-07-11,0.0,1436.3722158333333,26.79583333333333,25.0625,63.958333333333336,56.541666666666664,1.5999999999999999
193,2008-07-12,0.0,1570.3695,27.35833333333333,25.70416666666667,63.125,55.708333333333336,1.4958333333333336
194,2008-07-13,0.0,1502.5259166666667,27.3625,25.5625,64.29166666666667,55.833333333333336,1.3458333333333332
195,2008-07-14,0.0,1321.7003275,27.183333333333334,25.5125,61.791666666666664,54.708333333333336,1.3041666666666665
196,2008-07-15,0.0,1344.8908608333334,26.03333333333333,24.245833333333337,64.20833333333333,56.208333333333336,1.5999999999999996
197,2008-07-16,0.0,1510.0231666666668,26.291666666666668,24.65416666666667,63.833333333333336,57.041666666666664,1.5583333333333333
198,2008-07-17,0.0,1235.9606999999999,26.65416666666667,25.066666666666666,65.0,58.583333333333336,1.7666666666666666
199,2008-07-18,0.0,1248.1368333333332,28.566666666666666,27.23333333333333,63.75,56.791666666666664,1.5458333333333332
200,2008-07-19,0.0,1330.4461358333333,28.833333333333332,27.07083333333333,63.916666666666664,56.333333333333336,1.6583333333333332
201,2008-07-20,0.0,1405.38925,28.462500000000006,26.820833333333336,66.45833333333333,59.708333333333336,1.6375
202,2008-07-21,0.0,1370.2653575,28.208333333333332,26.45,60.958333333333336,54.125,1.925
203,2008-07-22,0.0,1507.6461666666667,26.958333333333332,25.258333333333336,65.54166666666667,58.666666666666664,1.9625000000000001
204,2008-07-23,0.0,1212.6163791666665,27.9375,26.25833333333333,64.54166666666667,57.958333333333336,1.4833333333333334
205,2008-07-24,0.0,1488.1259091666666,28.291666666666668,26.525000000000002,63.666666666666664,56.041666666666664,1.6708333333333334
206,2008-07-25,0.0,1204.0949091666666,28.2375,26.399999999999995,62.916666666666664,56.166666666666664,1.0458333333333334
207,2008-07-26,0.0,1338.2682775,27.962500000000002,26.29583333333333,62.791666666666664,55.458333333333336,1.6583333333333332
208,2008-07-27,0.0,1243.30509,27.462500000000002,25.925,66.16666666666667,59.625,2.1625
209,2008-07-28,0.0,1297.8610741666666,27.88333333333333,26.09166666666667,62.0,54.583333333333336,2.0375
210,2008-07-29,0.0,1603.839921666667,27.070833333333336,25.03333333333333,59.666666666666664,50.416666666666664,1.8
211,2008-07-30,0.0,1133.6608158333331,27.262500000000003,25.63333333333333,61.25,54.25,1.3374999999999997
212,2008-07-31,0.0,1170.8634583333333,28.22083333333333,26.454166666666666,62.333333333333336,55.375,1.2375
213,2008-08-01,0.0,1122.4040816666668,28.1375,26.27916666666667,61.958333333333336,54.416666666666664,1.6583333333333332
214,2008-08-02,0.0,1376.859875,28.22083333333333,26.325,59.5,51.625,1.2458333333333333
215,2008-08-03,0.0,1540.3253758333333,28.049999999999997,26.25,60.208333333333336,52.875,1.4166666666666667
216,2008-08-04,0.0,1286.2502375000001,29.083333333333332,27.28333333333333,62.25,55.458333333333336,1.2625
217,2008-08-05,0.0,1224.2743233333333,28.554166666666664,26.779166666666665,66.70833333333333,59.625,1.5
218,2008-08-06,0.0,1255.5705016666668,28.21666666666667,26.583333333333332,67.33333333333333,60.5,1.5250000000000001
219,2008-08-07,0.0,1621.5369125,27.375,25.46666666666667,62.125,54.375,1.625
220,2008-08-08,0.0,1403.1471666666666,27.75,26.037499999999998,63.958333333333336,57.125,1.3791666666666667
221,2008-08-09,0.2,1237.2930875000002,29.78333333333333,28.15416666666667,62.875,55.833333333333336,1.8083333333333336
222,2008-08-10,0.0,1730.3438333333334,29.383333333333336,27.67083333333333,62.416666666666664,55.416666666666664,1.5416666666666667
223,2008-08-11,0.0,1552.787595,28.133333333333336,26.162499999999994,60.833333333333336,53.166666666666664,1.7374999999999998
224,2008-08-12,0.0,1776.0680833333333,27.98333333333333,26.054166666666664,56.833333333333336,49.916666666666664,2.0875
225,2008-08-13,0.0,1556.6296666666667,28.42083333333333,26.341666666666665,58.375,50.583333333333336,1.4124999999999999
226,2008-08-14,0.0,1663.9560008333333,28.2375,26.2625,60.625,52.291666666666664,1.7375
227,2008-08-15,0.0,1315.7856791666666,28.804166666666664,26.75,58.041666666666664,49.541666666666664,1.2833333333333334
228,2008-08-16,0.0,1414.2849408333332,29.566666666666663,27.675,54.791666666666664,46.708333333333336,1.6833333333333333
229,2008-08-17,0.0,1697.81275,28.5625,26.625,58.583333333333336,51.083333333333336,1.9000000000000001
230,2008-08-18,0.0,1838.6094491666668,29.795833333333334,27.837500000000002,56.083333333333336,46.5,1.6416666666666666
231,2008-08-19,0.0,1410.3854991666667,28.641666666666666,26.412500000000005,54.916666666666664,45.75,1.3958333333333333
232,2008-08-20,0.0,1340.25931,27.458333333333332,25.329166666666666,51.708333333333336,42.75,1.0458333333333334
233,2008-08-21,0.0,1589.0620658333332,28.325,26.233333333333334,55.416666666666664,47.333333333333336,1.3083333333333333
234,2008-08-22,0.0,1037.1144550000001,29.30416666666667,27.433333333333334,57.958333333333336,50.333333333333336,1.4833333333333334
235,2008-08-23,0.0,1271.7305591666668,30.454166666666666,28.879166666666663,59.375,52.833333333333336,1.7416666666666665
236,2008-08-24,0.0,1076.1729875,29.379166666666663,27.55416666666667,64.0,56.958333333333336,1.3583333333333332
237,2008-08-25,0.0,1552.8736816666667,29.525000000000002,27.675,60.541666666666664,53.25,1.5625
238,2008-08-26,0.0,1451.9832149999997,29.016666666666666,27.15416666666667,57.958333333333336,50.25,1.3416666666666668
239,2008-08-27,0.0,1339.9216374999999,28.583333333333332,26.53333333333333,57.375,50.208333333333336,1.425
240,2008-08-28,0.0,1412.2314158333336,28.445833333333336,26.47083333333333,61.208333333333336,53.25,1.2083333333333333
241,2008-08-29,3.2,1389.3435833333333,29.60833333333333,27.970833333333335,67.5,58.291666666666664,1.6833333333333333
242,2008-08-30,1.8,1739.5474166666668,29.92083333333333,28.325,65.79166666666667,58.541666666666664,1.7458333333333336
243,2008-08-31,0.0,1063.2732474999998,28.325000000000003,26.695833333333336,73.375,64.66666666666667,1.0999999999999999
244,2008-09-01,0.2,1390.88075,28.86666666666667,27.558333333333334,69.91666666666667,63.916666666666664,2.029166666666667
245,2008-09-02,0.0,1705.08325,29.57916666666667,28.075,61.958333333333336,56.083333333333336,2.154166666666667
246,2008-09-03,0.0,1600.920684166667,29.100000000000005,27.34583333333333,58.916666666666664,52.291666666666664,2.141666666666667
247,2008-09-04,0.0,1657.0494899999999,29.045833333333334,27.233333333333334,60.083333333333336,53.125,1.8125
248,2008-09-05,0.0,1435.4595,28.3875,26.46666666666667,62.041666666666664,55.25,1.1
249,2008-09-06,0.0,1715.8264166666668,30.075,28.266666666666666,60.125,53.041666666666664,1.5125
250,2008-09-07,0.0,1261.7727033333333,28.758333333333336,27.116666666666664,65.29166666666667,59.666666666666664,1.7916666666666667
251,2008-09-08,0.0,1621.6769166666668,29.22083333333333,27.575,61.333333333333336,55.458333333333336,1.4791666666666667
252,2008-09-09,0.0,1580.8438208333334,30.354166666666668,28.641666666666666,57.291666666666664,50.666666666666664,1.7791666666666668
253,2008-09-10,0.0,1818.48625,29.754166666666663,27.8,56.375,48.75,1.4083333333333332
254,2008-09-11,0.0,1468.713325,29.349999999999998,27.47083333333333,54.75,47.375,2.2416666666666667
255,2008-09-12,0.0,1749.0830833333332,30.40416666666667,28.8,54.375,48.333333333333336,1.691666666666667
256,2008-09-13,0.0,1543.5317750000002,30.083333333333332,28.333333333333332,54.083333333333336,47.291666666666664,1.9208333333333332
257,2008-09-14,0.0,1626.09918,30.05,28.341666666666665,53.958333333333336,47.75,1.7541666666666667
258,2008-09-15,0.0,1382.5245266666666,30.370833333333334,28.725000000000005,56.75,50.583333333333336,1.6791666666666665
259,2008-09-16,0.0,1597.228865,30.84166666666667,29.083333333333332,55.375,48.666666666666664,1.4708333333333332
260,2008-09-17,0.0,1792.0012808333336,30.066666666666666,28.241666666666664,55.666666666666664,48.291666666666664,1.4875
261,2008-09-18,0.0,1514.9001666666668,29.458333333333332,27.620833333333334,60.625,53.041666666666664,1.3041666666666667
262,2008-09-19,0.0,1618.5038333333332,30.445833333333336,28.875,58.708333333333336,52.541666666666664,1.5750000000000002
263,2008-09-20,0.0,1388.1578825000001,30.695833333333336,29.258333333333336,55.583333333333336,50.708333333333336,2.533333333333333
264,2008-09-21,0.0,1413.9979466666666,29.766666666666666,28.0,58.166666666666664,50.833333333333336,0.8250000000000001
265,2008-09-22,0.0,1084.4919583333333,29.8625,28.09583333333333,61.916666666666664,54.75,1.275
266,2008-09-23,0.0,1331.3561046153845,28.820833333333336,27.433333333333334,69.58333333333333,64.5,1.8375000000000001
267,2008-09-24,0.0,1068.4507766666666,29.104166666666668,28.016666666666666,68.04166666666667,63.833333333333336,1.8666666666666665
268,2008-09-25,0.0,1307.74395,29.3625,27.945833333333336,63.416666666666664,58.041666666666664,2.0666666666666664
269,2008-09-26,0.0,1382.0688333333333,29.4375,27.779166666666665,63.166666666666664,56.958333333333336,1.0999999999999999
270,2008-09-27,0.0,1375.3534191666668,29.333333333333332,27.900000000000002,62.416666666666664,56.291666666666664,1.4208333333333332
271,2008-09-28,0.0,1538.6210816666667,30.104166666666668,28.354166666666668,60.25,54.0,1.2416666666666665
272,2008-09-29,0.0,1106.4945558333334,29.945833333333336,28.441666666666666,60.75,55.041666666666664,1.3958333333333333
273,2008-09-30,0.0,1333.840076923077,31.0625,29.45,57.625,51.333333333333336,2.0875
274,2008-10-01,0.0,1168.7681538461538,29.45,27.92916666666667,65.5,59.75,1.2750000000000001
275,2008-10-02,5.4,630.8468450000001,26.929166666666664,25.8875,79.45833333333333,73.54166666666667,1.4875
276,2008-10-03,0.0,1574.2970315384616,28.5125,27.229166666666668,73.29166666666667,67.58333333333333,1.3541666666666667
277,2008-10-04,1.2,1478.027816923077,29.833333333333332,28.09583333333333,66.125,57.166666666666664,1.2833333333333334
278,2008-10-05,0.0,1853.81375,30.454166666666666,28.991666666666664,60.916666666666664,54.541666666666664,2.15
279,2008-10-06,1.2000000000000002,1220.1062807692308,30.2625,28.63333333333333,62.666666666666664,54.791666666666664,2.1666666666666665
280,2008-10-07,0.6,1327.137046923077,30.833333333333332,29.037500000000005,59.083333333333336,51.541666666666664,1.4541666666666668
281,2008-10-08,0.0,1193.183023846154,30.016666666666666,28.0,60.25,52.0,1.2625
282,2008-10-09,0.0,841.51664,29.599999999999998,27.90416666666667,67.29166666666667,59.791666666666664,1.5333333333333332
283,2008-10-10,0.0,1739.4445384615385,30.229166666666668,28.45,60.5,54.041666666666664,1.1458333333333333
