,Data,PREC,RAD,TMAX,TMIN,URMED,U
0,2008-01-01,0.0,21145.1643,27.770833333333332,26.650000000000002,72.97916666666667,1.625
1,2008-01-02,0.2,14468.67328,27.12173913043478,26.02173913043478,70.02173913043478,2.1608695652173915
2,2008-01-03,0.0,10012.638789999999,25.995833333333334,24.875,78.5625,1.1041666666666667
3,2008-01-04,0.4,26797.771,28.482608695652175,27.078260869565216,67.58695652173913,1.4000000000000001
4,2008-01-05,0.0,25726.51937,29.037499999999998,27.32916666666667,58.083333333333336,0.9958333333333332
5,2008-01-06,0.0,24023.694369999997,28.51739130434783,26.821739130434782,59.82608695652174,1.4391304347826088
6,2008-01-07,4.0,9941.58889,26.669565217391302,24.904347826086955,75.0,1.4782608695652173
7,2008-01-08,0.0,16387.6092,25.78333333333333,24.833333333333332,76.02083333333333,1.3666666666666665
8,2008-01-09,0.8,18650.579289999998,27.008695652173916,25.60434782608696,76.69565217391305,0.8217391304347825
9,2008-01-10,8.400000000000002,9563.58009,24.995652173913044,24.208695652173912,82.43478260869566,1.2217391304347824
10,2008-01-11,0.6000000000000001,19668.11459,25.912500000000005,24.775000000000002,76.45833333333333,1.0916666666666666
11,2008-01-12,0.0,14475.69266,26.952173913043477,25.834782608695654,74.5,1.0695652173913044
12,2008-01-13,0.0,26646.727,28.84583333333333,27.42083333333333,67.02083333333333,1.1208333333333333
13,2008-01-14,0.0,24273.29246,29.730434782608693,28.278260869565216,58.891304347826086,2.11304347826087
14,2008-01-15,0.0,16401.26712,27.912499999999998,26.654166666666665,65.58333333333333,1.6833333333333333
15,2008-01-16,38.60000000000001,7747.71895,24.86086956521739,23.41304347826087,79.04347826086956,1.6304347826086956
16,2008-01-17,1.6,22520.324,25.583333333333332,24.7375,77.20833333333333,0.75
17,2008-01-18,0.0,21204.885,27.63913043478261,26.3,71.80434782608695,1.1304347826086956
18,2008-01-19,4.4,23030.699969999998,26.11666666666667,24.816666666666663,74.85416666666667,1.9375
19,2008-01-20,0.0,24919.57722,28.895652173913046,27.608695652173914,67.73913043478261,1.4608695652173913
20,2008-01-21,2.0,15019.9586,25.73913043478261,24.356521739130436,75.45652173913044,1.0826086956521739
21,2008-01-22,6.4,21201.35545,26.820833333333336,25.3875,76.52083333333333,0.24583333333333335
22,2008-01-23,0.2,19689.04326,26.313043478260873,25.186956521739127,75.8695652173913,0.0
23,2008-01-24,0.0,24336.296,28.339130434782607,26.956521739130434,70.1086956521739,0.3652173913043478
24,2008-01-25,0.0,24047.448949999998,28.84583333333333,27.529166666666665,65.89583333333333,0.06666666666666667
25,2008-01-26,0.0,14867.3459,29.23913043478261,27.839130434782607,67.41304347826087,0.16521739130434782
26,2008-01-27,1.4000000000000001,9012.684,26.1375,25.125,77.70833333333333,0.020833333333333332
27,2008-01-28,10.4,19751.30133,25.691666666666663,24.425,77.95833333333333,0.12083333333333333
28,2008-01-29,15.0,12084.71074,25.23913043478261,24.273913043478263,83.30434782608695,0.004347826086956522
29,2008-01-30,12.4,13226.253929999999,24.375,23.375,86.5625,0.25833333333333336
30,2008-01-31,50.8,3139.0233,22.547826086956523,22.12608695652174,92.52173913043478,0.0
31,2008-02-01,9.600000000000001,12630.756,24.020833333333332,23.166666666666668,87.8125,0.11666666666666665
32,2008-02-02,26.999999999999996,4750.08177,23.452173913043477,22.86086956521739,89.52173913043478,0.06956521739130435
